Cultist,Stealth,Influence,Endurance,Lore,Economic,Strength,Insanity,Position
Pranav Campos,5.5,7.7,5.1,5.8,4.5,3.5,4.9,Recruiter
Baran Jimenez,0.6,9.6,7.7,3.9,4.7,0.0,1.5,Recruiter
Cavan Strickland,9.8,6.3,3.7,8.2,0.8,4.5,5.9,Assassin
Ciaron Berger,8.0,3.2,9.3,3.5,8.7,1.1,9.7,Assassin
Nazifa Lowery,5.3,4.9,9.6,6.2,2.2,7.1,4.8,Enforcer
Saeed Moody,4.6,2.3,6.2,7.1,0.6,9.3,3.3,Enforcer
Doris Bonilla,5.1,2.5,2.1,9.5,8.3,0.9,5.2,Advisor
Maddie Sykes,8.6,1.3,2.2,3.3,3.2,9.4,7.3,Assassin
Harun Guthrie,1.3,8.1,6.0,9.9,3.6,7.2,9.6,Priest
Mahamed Dillon,8.9,2.9,3.3,8.4,8.6,2.7,9.8,Advisor
Arlo Navarro,6.1,2.8,8.2,9.6,9.1,1.1,9.6,Priest
Ashlea Hardy,8.1,2.0,0.9,3.8,9.7,9.8,9.4,Assassin
Sylvie Velez,0.1,3.3,1.7,6.2,9.0,3.3,0.8,Accountant
Ubaid Greenaway,8.2,1.6,0.1,1.4,1.4,4.9,5.2,Assassin
Kiera Macdonald,9.2,8.5,8.2,7.0,2.3,7.9,4.1,Enforcer
Francesca Oconnor,2.8,0.1,9.0,5.9,2.1,0.3,7.3,Assassin
Ellen Edmonds,9.9,5.9,4.8,1.4,5.9,2.5,7.1,Assassin
Riley-Jay Robles,9.3,6.9,3.7,1.0,4.7,8.1,1.7,Enforcer
Mikolaj Fitzpatrick,6.8,5.3,2.8,4.9,9.0,1.2,2.9,Accountant
Rhys Driscoll,6.6,5.0,6.5,4.5,4.2,9.1,0.7,Enforcer
Jermaine Krueger,6.2,3.7,3.1,3.4,5.5,1.9,9.0,Recruiter
Ubaid Travis,4.3,7.6,6.8,6.7,1.2,2.7,2.9,Priest
Kieron Bauer,5.8,4.5,4.8,2.5,4.0,0.3,3.3,Accountant
Antoine Jacobson,8.9,9.8,4.2,3.0,6.5,2.0,3.4,Recruiter
Jokubas Christie,1.4,9.2,4.3,4.8,4.7,2.2,6.4,Recruiter
Alya Leal,7.2,1.2,1.7,3.7,7.9,7.9,0.9,Accountant
Braxton Woodward,2.0,10.0,9.9,3.7,2.1,0.4,2.0,Enforcer
Wesley Acosta,0.6,2.5,9.1,0.2,4.8,3.1,9.4,Priest
Damon Mcdonnell,5.5,2.3,8.7,4.5,4.3,3.1,1.5,Accountant
Liberty Sims,4.1,6.2,7.9,2.7,1.8,1.7,6.9,Priest
Jodi Wicks,7.2,7.7,7.4,8.7,7.9,9.7,5.7,Accountant
Kamila Mcnally,1.0,6.0,6.8,8.9,3.0,5.9,1.0,Accountant
Tadhg Quintana,2.6,3.0,8.5,6.1,4.8,9.3,8.4,Enforcer
Konnor Tillman,6.6,0.3,9.9,2.3,7.2,3.5,3.9,Assassin
Tyson Mackay,7.8,3.1,0.4,5.5,8.9,4.9,7.4,Advisor
Lydia Rivas,8.3,8.3,4.8,2.5,2.4,2.9,8.7,Recruiter
Tudor Bowden,2.3,9.6,5.7,8.3,2.3,7.7,9.2,Priest
Karolina Saunders,9.4,2.5,3.6,9.3,3.3,2.2,7.7,Assassin
Alannah Webb,10.0,7.1,2.0,8.1,3.5,5.5,1.4,Advisor
Roshan Dunne,8.2,5.6,2.8,6.5,5.0,8.5,4.2,Advisor
Amelia-Grace Ryder,7.4,4.5,2.4,1.2,3.0,4.4,3.3,Assassin
Marvin Graves,5.5,4.3,2.3,7.0,6.7,9.7,8.4,Advisor
Becky Robbins,7.3,8.2,8.6,6.3,5.3,1.4,0.8,Accountant
Laiba Mcleod,3.1,3.2,7.1,8.3,3.5,9.9,6.8,Enforcer
Indigo Wallis,6.9,9.1,1.8,4.7,7.5,0.8,3.1,Advisor
Aviana Wainwright,3.6,2.8,1.7,5.3,7.2,8.1,1.6,Accountant
Marianne Cox,7.8,8.1,6.5,9.0,2.4,6.5,9.2,Priest
Ignacy Paine,2.1,7.9,6.0,4.3,8.8,1.3,0.6,Accountant
Zackery Wiley,8.1,6.8,7.7,4.9,6.9,5.2,0.7,Accountant
Ilyas Franklin,9.3,0.9,7.5,9.8,7.4,4.5,8.5,Assassin
Poppy-Rose Hester,9.4,4.5,7.9,9.8,0.5,4.3,1.2,Assassin
Keira Bravo,4.4,9.9,7.5,4.3,2.8,0.9,9.8,Recruiter
Ella-Mae Potter,7.8,9.2,5.3,1.5,1.3,2.1,7.7,Recruiter
Maizie Hodson,8.0,4.8,7.5,8.3,4.4,1.9,1.6,Accountant
Wiktor Rose,9.6,8.9,2.2,6.0,3.1,2.9,5.3,Advisor
Aditya Oneil,7.5,4.2,6.6,5.9,5.4,6.1,2.2,Accountant
Asiyah Whittington,1.2,3.5,7.5,8.6,6.5,7.4,8.3,Priest
Rares Camacho,2.6,2.3,6.5,4.2,1.4,1.7,3.3,Assassin
Mohsin Ali,9.3,2.5,4.7,0.2,6.4,7.2,9.5,Assassin
Kalum Sadler,1.5,2.3,3.5,0.6,5.6,5.4,0.6,Accountant
Suleman Kearns,5.3,3.6,4.1,7.0,5.9,3.3,0.5,Accountant
Selena Frank,6.1,1.8,2.3,9.2,4.3,3.4,6.4,Advisor
Hamid Ponce,3.3,6.9,8.7,0.8,9.6,5.0,5.2,Accountant
Ayesha Deacon,4.4,2.3,9.1,8.8,8.1,2.7,9.4,Priest
Nabiha Ortiz,1.9,3.3,0.3,5.3,7.1,0.7,1.7,Advisor
Laibah Kumar,4.1,4.3,2.2,6.3,0.1,6.9,4.5,Enforcer
Karen Lyon,8.7,5.0,7.1,1.0,7.2,6.2,9.0,Assassin
Logan Vasquez,1.5,9.4,2.5,6.3,3.4,8.4,8.2,Priest
Carmel Phan,6.9,8.8,2.2,2.3,8.2,8.5,8.4,Recruiter
Graeme Pearson,5.3,9.5,1.7,4.5,2.4,5.8,4.8,Recruiter
Wilson Livingston,9.1,2.3,0.3,9.0,2.3,0.8,4.0,Advisor
Kameron Regan,8.0,1.6,8.3,8.7,9.7,3.7,6.3,Accountant
Harley Hunt,4.0,8.9,4.3,9.9,0.8,6.2,6.8,Priest
Bilaal Blair,3.6,6.5,6.9,8.6,3.8,8.7,1.6,Enforcer
Florence East,2.6,6.7,8.0,0.8,2.4,2.7,2.5,Enforcer
Eilidh Sheehan,2.8,3.5,7.8,9.8,7.9,1.9,1.4,Accountant
Philip Mccormick,3.1,4.4,8.9,10.0,4.1,2.5,9.6,Priest
Yusra Best,5.4,4.9,0.1,6.6,6.9,3.5,7.3,Advisor
Aamir Baker,3.1,6.4,4.3,7.0,4.6,7.5,1.3,Advisor
Luka Sears,7.7,7.8,2.8,9.8,4.7,8.8,1.9,Advisor
Ivy-Rose Barnes,7.4,3.2,5.3,0.2,5.4,4.9,4.9,Assassin
Malachy Kenny,5.0,9.4,1.6,3.8,0.2,2.5,8.9,Recruiter
Shayna Mohamed,6.8,7.0,6.9,4.4,8.3,2.7,9.4,Recruiter
Pierre Peralta,7.8,3.9,8.6,4.5,9.8,4.0,5.2,Accountant
Macie O'Connor,0.7,9.0,6.0,7.8,2.2,5.5,5.6,Priest
Cecil Avalos,2.0,0.8,0.6,5.2,7.1,3.9,2.7,Accountant
Shani Edge,0.8,9.2,3.6,7.6,7.2,9.5,8.2,Priest
Carrie Lancaster,4.8,3.4,4.0,5.4,0.2,9.0,7.0,Enforcer
Idris Amos,8.3,6.3,9.8,6.3,4.7,7.3,5.6,Assassin
Tymoteusz Fraser,7.3,3.6,10.0,7.6,9.0,9.5,4.7,Accountant
Fleur Dolan,0.1,0.3,3.7,6.5,4.1,8.1,4.4,Enforcer
Samiya Daly,5.5,1.2,3.9,8.9,1.6,10.0,3.7,Assassin
Armani Bourne,3.3,4.2,7.2,6.5,0.5,1.0,5.5,Priest
Cody Leach,4.7,8.9,4.5,1.7,1.9,4.4,0.3,Enforcer
Janet Prentice,3.3,3.5,3.9,7.7,6.3,9.0,5.1,Advisor
Cydney Conroy,0.5,1.9,2.7,4.4,8.1,2.9,5.3,Accountant
Adelina Dalby,8.4,3.7,4.9,6.7,8.5,3.8,9.3,Assassin
Inez Davies,1.6,7.1,1.2,4.3,0.5,2.2,7.9,Recruiter
Leela Barajas,1.7,5.5,6.5,7.9,5.7,3.5,8.2,Priest
Sophia Holmes,9.3,2.4,9.1,1.9,9.7,6.2,9.8,Assassin
Kaitlin Caldwell,6.3,5.4,8.9,6.8,1.1,0.0,6.9,Priest
Muskaan Gray,7.6,9.8,3.8,0.5,9.9,1.6,9.5,Recruiter
Dan Dean,1.2,3.7,6.0,1.0,5.1,1.8,4.5,Priest
Affan Benton,0.9,1.7,8.9,9.7,8.6,8.4,0.7,Accountant
Khadijah Vargas,7.5,2.4,2.0,7.8,3.7,8.1,7.7,Assassin
Aria Alvarez,0.9,7.3,5.1,1.3,1.7,3.6,7.0,Enforcer
Aneesah Hogan,3.4,1.0,9.3,4.4,4.3,2.8,3.1,Assassin
Mahdi Cooley,2.0,7.1,9.6,6.4,7.9,9.2,7.5,Enforcer
Marshall Swift,5.4,4.7,9.9,4.9,9.5,8.1,7.9,Assassin
Aliesha Morse,4.7,8.3,0.1,4.1,1.6,1.5,1.2,Advisor
Jenny Lamb,3.8,9.9,4.0,9.0,5.4,9.2,1.6,Advisor
Kelise Akhtar,2.5,8.2,4.9,8.4,4.1,0.2,7.1,Priest
Kloe Solomon,9.9,8.6,0.2,8.8,8.4,9.8,8.1,Advisor
Frances Smyth,3.9,3.9,8.7,9.3,3.4,9.9,2.7,Enforcer
Issac Wong,8.6,4.6,6.6,6.4,0.9,1.7,9.7,Assassin
Oskar England,8.5,6.0,9.3,4.5,1.4,6.8,5.5,Assassin
Alfie-Lee Rigby,3.3,7.0,3.1,4.4,3.4,4.3,0.2,Advisor
Jaya Wilkes,5.8,9.5,6.6,7.6,4.5,2.9,2.7,Advisor
Fay Yoder,9.9,0.8,3.7,5.4,7.4,9.4,2.1,Assassin
Bentley Wilder,2.5,6.5,5.9,0.3,1.7,4.5,9.3,Enforcer
Tyron Witt,1.1,9.9,0.8,4.3,2.8,5.2,9.8,Recruiter
Roman Talley,0.5,2.9,5.6,9.5,4.4,1.4,7.7,Priest
Donnell Levy,7.4,9.4,6.9,2.0,7.6,1.0,5.9,Recruiter
Caroline Dalton,8.1,2.0,9.0,5.8,3.6,1.0,4.0,Assassin
Frida King,9.9,3.1,7.5,3.5,9.3,5.3,7.0,Assassin
Krista Bates,5.8,0.4,3.0,5.8,3.2,5.3,1.5,Assassin
Arran Hartley,5.9,6.4,8.5,3.3,7.0,0.2,3.7,Accountant
Connagh Graham,2.4,10.0,4.5,3.0,0.2,0.4,3.0,Recruiter
Matias Sparrow,4.3,3.3,2.7,1.3,3.8,9.6,4.3,Enforcer
Afsana Andrade,2.6,1.9,5.3,6.0,9.7,9.2,3.2,Accountant
Suleman Willis,8.5,2.5,0.0,9.5,9.5,6.4,3.5,Advisor
Joe Rowe,7.0,6.4,0.9,3.2,4.8,0.2,1.9,Advisor
Umayr Bond,8.8,7.2,6.5,8.2,4.2,9.3,3.3,Enforcer
Faraz Anthony,2.3,7.5,3.7,3.3,5.1,6.4,6.8,Recruiter
Tobi Pierce,6.1,7.4,2.0,0.5,7.5,2.5,2.5,Advisor
Boris Avila,3.7,5.5,9.5,7.1,9.8,9.5,1.1,Accountant
Rahima Andersen,4.9,7.3,0.5,3.6,1.5,1.9,4.5,Recruiter
Miya Pruitt,2.3,9.9,0.1,6.6,8.7,7.7,7.4,Recruiter
Rayan Gunn,2.7,2.3,0.9,1.0,8.7,4.7,6.6,Recruiter
Casey Ross,2.4,7.9,0.2,7.8,9.5,0.3,4.8,Advisor
Sayed Black,8.0,3.9,7.7,6.9,2.7,9.6,2.0,Enforcer
Issa Huff,7.4,4.0,9.9,1.3,1.6,2.2,4.5,Assassin
Kaci Wiley,1.7,8.7,0.0,2.8,6.5,0.9,1.2,Advisor
Amelia-Grace Myers,3.3,6.3,0.2,2.5,2.4,5.7,9.8,Recruiter
Shaunna Kirk,6.3,8.0,9.0,6.8,0.3,9.9,3.7,Enforcer
Jemima Morrow,3.4,4.3,7.2,0.8,4.1,9.9,0.1,Enforcer
Nigel Bruce,8.6,5.2,2.2,5.7,9.1,4.2,4.0,Advisor
Efa Shaffer,2.4,3.4,4.6,4.6,8.7,6.6,8.1,Priest
Jordi Atkinson,7.6,5.4,8.7,8.4,9.4,6.3,1.0,Accountant
Harper Cordova,5.8,6.2,5.8,9.3,2.5,6.8,9.0,Priest
Tyler Clemons,2.4,0.1,0.3,2.6,7.0,0.8,8.1,Priest
Maeve Amos,8.8,4.4,2.0,7.2,9.7,8.3,5.3,Advisor
Marco Herman,2.2,7.4,2.3,7.7,0.3,7.8,1.7,Enforcer
Matthew Krause,1.8,5.4,4.7,7.6,6.7,3.4,6.8,Priest
Shea Cabrera,4.9,9.6,4.9,0.0,8.9,1.9,9.9,Recruiter
Ema Coombes,2.4,5.7,7.5,3.2,4.6,5.5,8.9,Priest
Amayah Farrow,5.7,7.8,3.0,3.5,1.2,0.7,4.8,Recruiter
Usama Battle,4.2,9.7,1.1,3.4,8.5,4.9,3.7,Advisor
Henrietta Beil,0.5,5.5,2.0,1.1,8.9,6.5,9.3,Recruiter
Klara Lang,9.1,9.5,5.1,6.1,5.7,3.1,9.5,Recruiter
Iolo Halliday,1.0,7.1,3.4,7.7,7.3,8.4,1.3,Advisor
Miguel Cullen,3.1,7.5,8.6,4.6,9.1,5.0,3.4,Accountant
Ethel Dickinson,4.5,0.4,10.0,5.7,5.5,1.3,3.7,Accountant
Darsh Dougherty,4.2,6.4,6.6,0.4,5.5,1.1,6.1,Recruiter
Asiya Juarez,9.5,3.7,8.7,6.2,2.3,3.7,4.4,Assassin
Latoya Hawes,6.9,0.0,2.6,3.7,7.3,6.7,2.0,Accountant
Lynn Hurley,9.3,4.5,9.6,7.3,6.3,8.1,9.0,Assassin
Avery Noel,9.4,2.7,4.7,3.0,0.6,5.8,3.1,Assassin
Lily-Rose Ibarra,6.7,0.1,5.3,9.4,3.4,5.1,10.0,Assassin
Zaine Rossi,6.6,1.4,2.5,2.1,0.1,4.3,5.4,Assassin
Giovanni Miller,1.8,9.8,3.7,9.5,5.3,1.6,9.5,Recruiter
Maegan Sosa,7.7,7.9,2.7,5.7,6.4,7.0,4.5,Advisor
Seren Navarro,1.9,9.3,7.1,6.3,0.8,0.2,1.5,Recruiter
Brayden Leal,0.8,7.7,0.0,8.2,3.1,5.7,4.9,Advisor
Storm Bannister,3.5,3.0,0.0,9.3,9.0,1.0,8.3,Advisor
Zayn Cruz,6.7,7.8,4.2,7.9,6.4,2.7,5.3,Advisor
Mikail Dixon,0.9,2.2,7.9,8.9,3.3,6.7,6.4,Priest
Frankie Hess,7.6,4.1,2.4,9.7,9.2,2.7,1.2,Accountant
Dua Mohammed,8.2,5.6,2.9,8.0,4.8,7.9,4.8,Advisor
Theodora Akhtar,3.4,8.3,0.2,3.9,4.7,0.4,1.0,Advisor
Kristian Joyce,7.2,3.0,0.2,0.5,5.6,8.4,6.2,Assassin
Duke Jimenez,1.6,8.9,8.1,5.0,2.3,0.9,3.4,Priest
Nawal Bolton,1.5,5.6,1.0,9.8,6.4,9.7,9.1,Priest
Lyndsey Barker,5.9,1.3,9.5,6.8,6.0,2.7,8.3,Assassin
Sammy Wilkins,1.2,5.7,2.4,6.9,4.7,0.8,0.7,Advisor
Ignacy Mcfadden,1.6,4.2,7.2,1.2,7.4,2.2,7.5,Priest
Sammy-Jo Donovan,5.2,0.0,4.8,6.2,8.1,0.9,8.0,Accountant
Samia Lozano,2.8,1.1,1.0,7.6,4.9,7.9,6.8,Priest
Ray Mcclure,5.0,9.6,1.4,8.0,7.9,4.0,9.1,Recruiter
Ted Brewer,8.9,1.1,0.1,5.6,5.6,9.1,0.2,Accountant
Suhail Macfarlane,8.2,8.0,2.2,7.6,0.8,6.2,2.7,Advisor
Emer Medina,1.1,5.1,5.0,4.4,2.7,2.9,8.0,Priest
Leandro Mcfarland,3.1,8.9,1.5,8.4,6.1,9.2,7.6,Advisor
Jonty Flowers,0.9,0.6,4.2,4.8,1.1,5.7,1.4,Enforcer
Abdi Serrano,3.2,8.9,6.7,7.0,5.2,1.4,8.2,Priest
Joann Hinton,4.1,8.6,3.3,3.2,6.4,0.2,8.4,Recruiter
Amanah Yates,7.9,0.7,5.3,7.2,8.1,7.4,1.3,Accountant
Teejay Hays,4.2,4.0,0.3,8.8,7.9,4.3,6.9,Advisor
Wanda Arroyo,2.0,0.8,8.1,4.4,1.3,1.8,9.8,Priest
Marissa Sharma,0.8,5.5,7.1,2.5,5.0,2.7,3.5,Priest
Gabrielle Thompson,6.3,8.8,9.2,6.5,3.9,6.3,3.8,Enforcer
Kieran Kouma,0.6,4.6,6.3,2.7,0.8,8.8,7.7,Enforcer
Montgomery Hutchinson,2.2,5.8,2.5,6.2,4.8,5.5,9.4,Priest
Aadam Gibson,1.2,4.4,1.5,9.9,6.4,6.7,3.7,Advisor
Berat Ramsey,1.6,8.6,6.6,4.4,4.6,2.3,8.5,Priest
William Nava,10.0,1.8,3.3,2.8,5.9,2.8,3.3,Assassin
Stefan Healy,7.8,9.1,9.2,2.8,3.7,6.9,2.0,Enforcer
Caspar Gray,7.4,3.7,1.9,8.7,5.6,2.3,4.4,Advisor
Darla Rahman,8.3,3.4,6.7,0.2,8.6,4.9,0.7,Accountant
Mayson O'Gallagher,9.7,4.3,2.3,6.9,8.4,7.5,5.8,Advisor
Cosmo Bowes,4.0,8.3,0.5,4.3,1.4,3.7,1.7,Advisor
Andrei Merritt,2.2,0.2,5.1,1.4,0.4,7.3,8.8,Enforcer
Chandni Workman,4.7,6.6,7.3,1.2,2.9,0.9,6.2,Recruiter
Roshni Johnston,3.5,7.8,4.4,2.6,0.2,0.5,5.8,Recruiter
Calvin Corbett,5.3,5.1,7.4,9.0,3.1,0.5,9.5,Priest
Tonya Vinson,4.7,7.2,9.7,9.8,4.9,5.2,6.3,Priest
Lamar Williamson,4.4,3.1,2.1,7.0,0.9,3.3,7.8,Priest
Elaine Beil,9.9,2.7,6.0,6.3,9.1,5.9,7.0,Assassin
Burhan Gardiner,8.4,3.6,2.4,9.9,3.8,5.4,2.6,Advisor
Ronald Delaney,9.2,0.3,6.3,8.1,5.3,2.3,1.5,Accountant
Kaitlan Bowes,4.0,0.7,3.2,7.4,9.3,4.0,5.1,Accountant
Tomas Mathis,5.1,1.0,5.9,3.5,2.0,9.7,3.8,Enforcer
Shah Robins,2.3,6.9,9.8,5.8,6.2,1.1,4.8,Priest
Cristiano Nolan,0.9,8.7,7.3,5.4,9.7,6.3,8.3,Priest
Lilliana Moon,3.7,9.0,9.0,5.8,8.9,5.7,5.9,Accountant
Rabia Fowler,7.3,1.1,2.2,2.1,9.7,9.8,7.8,Assassin
Prince Dupont,4.6,4.4,6.3,1.7,7.9,7.2,0.3,Accountant
Imaan Chadwick,4.6,8.9,6.2,8.3,3.8,3.3,7.1,Priest
Troy Golden,8.7,0.3,9.5,4.4,5.1,9.1,9.5,Assassin
Zakariyya Dodson,8.3,8.0,9.8,8.9,8.4,6.2,0.5,Accountant
Clara Legge,8.6,3.9,2.1,8.7,3.1,0.9,7.9,Advisor
Summer Turnbull,1.5,1.6,1.3,0.5,7.2,8.1,2.4,Enforcer
Nahla Armstrong,7.7,4.9,2.7,1.3,3.0,0.3,6.5,Recruiter
Haley Murray,4.0,9.9,4.5,2.3,5.9,0.1,2.1,Recruiter
Zoe Farrell,7.4,6.0,5.1,0.5,0.8,5.8,1.0,Enforcer
Torin Gilbert,3.1,8.4,0.5,8.9,8.2,7.5,9.7,Recruiter
Jorja Oconnor,9.2,8.3,4.3,3.3,1.3,6.9,2.4,Enforcer
Piper Donovan,3.1,3.8,6.2,2.7,6.9,0.3,0.0,Accountant
Alasdair Tucker,1.1,7.5,7.2,1.6,6.9,7.6,4.8,Enforcer
Abbas Meadows,1.0,2.3,2.3,1.3,9.5,0.4,3.9,Accountant
Raisa Chavez,5.5,7.3,1.5,6.0,3.3,7.2,5.0,Advisor
Albie Hinton,3.4,8.8,9.6,4.3,8.7,3.5,5.2,Accountant
Phillip Lloyd,0.4,8.7,0.2,3.9,7.7,3.2,0.9,Advisor
Meg Simon,1.1,8.0,3.1,9.1,8.1,9.7,4.7,Advisor
Bradleigh Howarth,9.2,2.3,4.8,6.9,8.5,7.9,9.5,Assassin
Victoria Bruce,3.2,4.4,8.1,5.7,7.7,9.6,7.3,Enforcer
Francesco Stephenson,2.6,5.8,0.2,1.3,7.3,3.3,3.8,Recruiter
Manal Sanderson,4.6,2.6,9.3,8.5,7.9,7.6,9.5,Priest
Conal Rice,3.7,2.2,4.6,7.8,4.5,1.4,10.0,Priest
Sylvia Cain,3.4,7.2,5.7,2.2,3.8,4.2,1.3,Enforcer
Ibrar Feeney,1.7,1.0,1.9,9.6,8.9,0.6,7.8,Priest
Leticia Murillo,0.2,6.0,0.3,8.4,2.2,8.4,6.5,Priest
Huey Moore,3.9,8.3,6.4,0.4,6.3,7.6,8.3,Enforcer
Phoenix Kramer,7.4,6.0,4.4,1.6,9.0,1.5,3.0,Accountant
Cathal Findlay,3.1,0.2,8.1,9.6,4.4,7.5,1.8,Accountant
Nimra Woodward,5.4,0.1,5.1,6.5,0.1,9.5,6.3,Assassin
Nannie Woods,7.5,6.4,3.1,0.1,9.6,0.0,8.2,Recruiter
Grady Perkins,6.7,6.1,7.1,4.4,4.9,5.8,3.0,Enforcer
Ezmae Lamb,1.7,6.8,0.1,3.9,6.2,7.8,8.5,Recruiter
Marion Chang,7.4,6.8,8.1,3.8,2.2,7.0,0.9,Enforcer
Kathryn Archer,0.2,3.8,0.6,6.8,3.8,0.4,5.7,Priest
Mateusz Croft,8.8,7.0,0.5,5.8,2.8,4.8,2.3,Advisor
Jayden-Lee Sparrow,6.3,0.6,6.9,6.9,3.2,8.2,2.0,Assassin
Harriet Rush,6.8,7.3,6.8,1.1,9.8,9.6,7.1,Enforcer
Antonia Rivas,1.1,8.2,6.2,6.7,9.5,7.8,3.6,Accountant
Ishaan Fry,0.2,9.9,0.4,1.8,1.7,8.1,5.3,Enforcer
Dominik Shields,0.1,4.9,2.1,4.6,3.8,1.1,3.3,Recruiter
Linzi Obrien,6.0,5.7,2.3,7.1,1.6,2.4,2.6,Advisor
Hubert Dickerson,8.6,1.7,9.2,9.6,8.9,0.8,3.4,Accountant
Maizie Haas,4.3,0.4,2.2,5.3,2.2,2.4,0.7,Accountant
Neel Mcdonnell,5.4,10.0,4.1,8.2,9.3,9.4,7.3,Advisor
Nola Beard,1.6,9.2,4.1,5.4,5.7,4.1,2.4,Advisor
Romany Mooney,4.4,5.1,9.7,2.2,1.2,6.9,8.8,Enforcer
Edith Wheatley,6.2,6.7,2.1,8.1,5.5,6.0,2.6,Advisor
Kristie Forster,5.8,5.3,1.8,9.3,2.0,6.7,9.6,Priest
Theodore Knight,0.6,8.3,8.9,0.2,1.7,0.2,6.7,Priest
Kody Curry,7.2,8.3,6.3,0.0,3.8,8.7,2.5,Enforcer
Mahir Blevins,7.0,7.2,9.6,0.7,10.0,5.5,1.0,Accountant
Joseph Brook,6.9,3.5,0.4,1.4,3.0,9.7,3.8,Enforcer
Katharine Horn,5.7,3.1,7.3,7.5,6.2,0.5,3.2,Accountant
Kelsea Melia,1.2,7.0,0.6,8.3,5.1,7.4,9.5,Priest
Eileen Magana,7.9,3.7,5.1,2.5,1.9,6.8,4.6,Assassin
Arissa Pollard,7.0,7.2,6.3,8.6,7.8,8.2,0.4,Accountant
Lucca Ibarra,4.6,8.9,4.1,9.6,8.7,5.8,7.8,Advisor
Kaydee Cross,8.2,1.4,2.4,5.0,7.8,2.7,8.2,Assassin
Tasmin Rankin,6.4,9.6,5.8,1.7,2.7,0.1,0.1,Recruiter
Yanis Mccray,9.1,5.9,9.8,5.8,9.6,2.8,0.9,Accountant
Neha Bauer,0.1,0.0,2.7,4.7,6.5,4.2,6.4,Priest
Armani Whitehead,4.2,2.9,9.7,0.5,8.3,8.8,8.3,Enforcer
Jana Compton,7.9,5.1,9.0,8.1,1.4,6.0,7.3,Assassin
Trevor Allen,9.5,8.5,7.9,0.5,4.9,7.1,7.0,Enforcer
Vicki Kavanagh,0.1,9.8,7.2,9.5,4.0,7.8,6.1,Priest
Nelson Lewis,9.7,7.3,1.3,5.6,5.4,3.1,0.5,Advisor
Zahara Arias,9.8,8.3,7.4,8.1,1.3,1.5,8.7,Recruiter
Annalise Ingram,5.2,5.3,6.5,5.2,0.2,0.4,0.8,Accountant
Huzaifah Marin,1.5,5.9,9.1,3.7,6.1,1.6,5.5,Priest
Sebastian Cameron,0.4,9.2,9.1,10.0,4.0,0.4,3.2,Priest
Reeva Mcghee,4.1,1.9,6.4,1.5,2.2,2.1,5.6,Assassin
Jay-Jay Rollins,0.0,2.2,5.3,9.4,0.7,9.4,6.9,Priest
Dawud Millington,3.8,4.5,9.0,0.9,8.6,1.8,0.1,Accountant
Camille Rivera,0.0,0.4,6.3,1.8,0.8,6.3,0.2,Enforcer
Abdirahman Craft,7.6,7.5,3.3,8.8,6.8,6.4,8.8,Advisor
Hattie Ashley,6.2,9.2,4.9,7.7,1.8,8.9,5.9,Enforcer
Gideon Laing,5.7,0.2,0.1,7.6,7.2,3.7,5.5,Advisor
Betty Milner,8.3,8.3,3.8,10.0,2.9,10.0,2.9,Advisor
Omari Herbert,9.8,3.0,0.0,5.6,8.9,4.0,10.0,Advisor
Alaya Dodd,2.2,1.1,8.1,5.0,8.7,7.1,2.1,Accountant
Reese Flynn,4.6,7.7,4.9,8.6,5.4,4.7,0.4,Advisor
Christian Christian,0.0,8.3,10.0,2.5,2.9,5.4,1.5,Enforcer
Clarissa Boyd,6.6,1.0,4.1,0.5,4.2,5.0,5.8,Assassin
Anushka Wood,5.0,9.3,9.7,8.6,5.3,9.8,6.0,Enforcer
Garry Grainger,8.4,7.7,1.6,5.0,3.7,6.5,3.2,Advisor
Nadir Rossi,10.0,1.5,9.4,7.0,3.0,5.5,6.6,Assassin
Brenda Ward,1.2,0.6,1.0,3.9,7.7,5.1,6.7,Priest
Lillia Workman,2.0,7.9,5.2,7.8,0.7,3.4,8.4,Priest
Aamir Hansen,0.4,8.6,0.8,9.6,6.0,1.9,7.4,Recruiter
Audrey Slater,6.3,9.6,1.2,2.2,3.7,2.5,8.6,Recruiter
Cosmo Crowther,9.0,2.3,9.5,6.1,9.0,5.5,4.0,Accountant
Charlie Finney,5.4,0.3,1.2,3.4,4.1,2.8,0.1,Accountant
Jimi Moran,4.5,2.2,9.8,5.7,6.5,7.3,5.4,Assassin
Yaseen Walls,5.0,0.4,0.0,3.1,9.2,1.2,0.8,Accountant
Renesmee Webber,8.4,5.2,3.4,8.6,1.4,2.7,6.4,Advisor
Rowena Lacey,2.6,8.7,4.1,2.7,7.9,7.3,2.3,Enforcer
Lester Garza,3.3,7.3,4.3,2.8,9.7,6.5,3.8,Accountant
Faiza Coombes,3.3,5.0,4.9,7.5,2.3,6.5,9.5,Priest
Safia Williamson,8.5,2.8,4.1,4.3,4.4,5.3,8.8,Assassin
Jago Lowe,2.5,2.4,9.0,7.0,5.1,4.4,8.6,Priest
Dru Beltran,9.5,6.9,1.3,1.4,5.4,8.9,7.7,Enforcer
Arsalan Rowland,6.1,3.6,3.3,8.6,1.7,2.2,8.8,Priest
Euan Flynn,9.2,3.5,3.6,4.5,0.2,8.6,2.6,Assassin
Amayah Cox,4.6,8.6,4.4,8.1,7.7,0.1,9.1,Recruiter
Jonah Arellano,1.6,6.0,4.5,7.2,6.1,4.6,7.8,Priest
